SCOPE	ENTREZ	HUGO	GENENAME	ENSEMBL	HGNC	CHR	MAPLOC	DESCRIPTION	GENETYPE	GSC1	GSC2	HUGO_ENSG	SCOPE_ENSG
KTI12	112970	KTI12	KTI12	ENSG00000198841	25160	1	1p32.3	KTI12 chromatin associated homolog	protein-coding	KTI12|112970_calculated	merged_KTI12|112970_calculated	KTI12_ENSG00000198841	KTI12_ENSG00000198841
KTN1	3895	KTN1	KTN1	ENSG00000126777	6467	14	14q22.3	kinectin 1	protein-coding	KTN1|3895_calculated	merged_KTN1|3895_calculated	KTN1_ENSG00000126777	KTN1_ENSG00000126777
KY	339855	KY	KY	ENSG00000174611	26576	3	3q22.2	kyphoscoliosis peptidase	protein-coding	KY|339855_calculated	merged_KY|339855_calculated	KY_ENSG00000174611	KY_ENSG00000174611
KYNU	8942	KYNU	KYNU	ENSG00000115919	6469	2	2q22.2	kynureninase	protein-coding	KYNU|8942_calculated	merged_KYNU|8942_calculated	KYNU_ENSG00000115919	KYNU_ENSG00000115919
L1CAM	3897	L1CAM	L1CAM	ENSG00000198910	6470	X	Xq28	L1 cell adhesion molecule	protein-coding	L1CAM|3897_calculated	merged_L1CAM|3897_calculated	L1CAM_ENSG00000198910	L1CAM_ENSG00000198910
L1TD1	54596	L1TD1	L1TD1	ENSG00000240563	25595	1	1p31.3	LINE1 type transposase domain containing 1	protein-coding	L1TD1|54596_calculated	merged_L1TD1|54596_calculated	L1TD1_ENSG00000240563	L1TD1_ENSG00000240563
L2HGDH	79944	L2HGDH	L2HGDH	ENSG00000087299	20499	14	14q21.3	L-2-hydroxyglutarate dehydrogenase	protein-coding	L2HGDH|79944_calculated	merged_L2HGDH|79944_calculated	L2HGDH_ENSG00000087299	L2HGDH_ENSG00000087299
L3MBTL2	83746	L3MBTL2	L3MBTL2	ENSG00000100395	18594	22	22q13.2	L3MBTL histone methyl-lysine binding protein 2	protein-coding	L3MBTL2|83746_calculated	merged_L3MBTL2|83746_calculated	L3MBTL2_ENSG00000100395	L3MBTL2_ENSG00000100395
L3MBTL3	84456	L3MBTL3	L3MBTL3	ENSG00000198945	23035	6	6q23.1	L3MBTL histone methyl-lysine binding protein 3	protein-coding	L3MBTL3|84456_calculated	merged_L3MBTL3|84456_calculated	L3MBTL3_ENSG00000198945	L3MBTL3_ENSG00000198945
L3MBTL4	91133	L3MBTL4	L3MBTL4	ENSG00000154655	26677	18	18p11.31	L3MBTL histone methyl-lysine binding protein 4	protein-coding	L3MBTL4|91133_calculated	merged_L3MBTL4|91133_calculated	L3MBTL4_ENSG00000154655	L3MBTL4_ENSG00000154655
LACE1	246269	AFG1L	AFG1L	ENSG00000135537	16411	6	6q21	AFG1 like ATPase	protein-coding	LACE1|246269_calculated	merged_LACE1|246269_calculated	AFG1L_ENSG00000135537	LACE1_ENSG00000135537
LACRT	90070	LACRT	LACRT	ENSG00000135413	16430	12	12q13.2	lacritin	protein-coding	LACRT|90070_calculated	merged_LACRT|90070_calculated	LACRT_ENSG00000135413	LACRT_ENSG00000135413
LACTB	114294	LACTB	LACTB	ENSG00000103642	16468	15	15q22.2	lactamase beta	protein-coding	LACTB|114294_calculated	merged_LACTB|114294_calculated	LACTB_ENSG00000103642	LACTB_ENSG00000103642
LACTB2	51110	LACTB2	LACTB2	ENSG00000147592	18512	8	8q13.3	lactamase beta 2	protein-coding	LACTB2|51110_calculated	merged_LACTB2|51110_calculated	LACTB2_ENSG00000147592	LACTB2_ENSG00000147592
LAD1	3898	LAD1	LAD1	ENSG00000159166	6472	1	1q32.1	ladinin 1	protein-coding	LAD1|3898_calculated	merged_LAD1|3898_calculated	LAD1_ENSG00000159166	LAD1_ENSG00000159166
LAG3	3902	LAG3	LAG3	ENSG00000089692	6476	12	12p13.31	lymphocyte activating 3	protein-coding	LAG3|3902_calculated	merged_LAG3|3902_calculated	LAG3_ENSG00000089692	LAG3_ENSG00000089692
LAGE3	8270	LAGE3	LAGE3	ENSG00000196976	26058	X	Xq28	L antigen family member 3	protein-coding	LAGE3|8270_calculated	merged_LAGE3|8270_calculated	LAGE3_ENSG00000196976	LAGE3_ENSG00000196976
LAIR1	3903	LAIR1	LAIR1	ENSG00000167613	6477	19	19q13.42	leukocyte associated immunoglobulin like receptor 1	protein-coding	LAIR1|3903_calculated	merged_LAIR1|3903_calculated	LAIR1_ENSG00000167613	LAIR1_ENSG00000167613
LAIR2	3904	LAIR2	LAIR2	ENSG00000167618	6478	19	19q13.42	leukocyte associated immunoglobulin like receptor 2	protein-coding	LAIR2|3904_calculated	merged_LAIR2|3904_calculated	LAIR2_ENSG00000167618	LAIR2_ENSG00000167618
LALBA	3906	LALBA	LALBA	ENSG00000167531	6480	12	12q13.11	lactalbumin alpha	protein-coding	LALBA|3906_calculated	merged_LALBA|3906_calculated	LALBA_ENSG00000167531	LALBA_ENSG00000167531
LAMA1	284217	LAMA1	LAMA1	ENSG00000101680	6481	18	18p11.31	laminin subunit alpha 1	protein-coding	LAMA1|284217_calculated	merged_LAMA1|284217_calculated	LAMA1_ENSG00000101680	LAMA1_ENSG00000101680
LAMA2	3908	LAMA2	LAMA2	ENSG00000196569	6482	6	6q22.33	laminin subunit alpha 2	protein-coding	LAMA2|3908_calculated	merged_LAMA2|3908_calculated	LAMA2_ENSG00000196569	LAMA2_ENSG00000196569
LAMA3	3909	LAMA3	LAMA3	ENSG00000053747	6483	18	18q11.2	laminin subunit alpha 3	protein-coding	LAMA3|3909_calculated	merged_LAMA3|3909_calculated	LAMA3_ENSG00000053747	LAMA3_ENSG00000053747
LAMA4	3910	LAMA4	LAMA4	ENSG00000112769	6484	6	6q21	laminin subunit alpha 4	protein-coding	LAMA4|3910_calculated	merged_LAMA4|3910_calculated	LAMA4_ENSG00000112769	LAMA4_ENSG00000112769
LAMA5	3911	LAMA5	LAMA5	ENSG00000130702	6485	20	20q13.33	laminin subunit alpha 5	protein-coding	LAMA5|3911_calculated	merged_LAMA5|3911_calculated	LAMA5_ENSG00000130702	LAMA5_ENSG00000130702
LAMB1	3912	LAMB1	LAMB1	ENSG00000091136	6486	7	7q31.1	laminin subunit beta 1	protein-coding	LAMB1|3912_calculated	merged_LAMB1|3912_calculated	LAMB1_ENSG00000091136	LAMB1_ENSG00000091136
LAMB2	3913	LAMB2	LAMB2	ENSG00000172037	6487	3	3p21.31	laminin subunit beta 2	protein-coding	LAMB2|3913_calculated	merged_LAMB2|3913_calculated	LAMB2_ENSG00000172037	LAMB2_ENSG00000172037
LAMB3	3914	LAMB3	LAMB3	ENSG00000196878	6490	1	1q32.2	laminin subunit beta 3	protein-coding	LAMB3|3914_calculated	merged_LAMB3|3914_calculated	LAMB3_ENSG00000196878	LAMB3_ENSG00000196878
LAMB4	22798	LAMB4	LAMB4	ENSG00000091128	6491	7	7q31.1	laminin subunit beta 4	protein-coding	LAMB4|22798_calculated	merged_LAMB4|22798_calculated	LAMB4_ENSG00000091128	LAMB4_ENSG00000091128
LAMC1	3915	LAMC1	LAMC1	ENSG00000135862	6492	1	1q25.3	laminin subunit gamma 1	protein-coding	LAMC1|3915_calculated	merged_LAMC1|3915_calculated	LAMC1_ENSG00000135862	LAMC1_ENSG00000135862
LAMC2	3918	LAMC2	LAMC2	ENSG00000058085	6493	1	1q25.3	laminin subunit gamma 2	protein-coding	LAMC2|3918_calculated	merged_LAMC2|3918_calculated	LAMC2_ENSG00000058085	LAMC2_ENSG00000058085
LAMC3	10319	LAMC3	LAMC3	ENSG00000050555	6494	9	9q34.12	laminin subunit gamma 3	protein-coding	LAMC3|10319_calculated	merged_LAMC3|10319_calculated	LAMC3_ENSG00000050555	LAMC3_ENSG00000050555
LAMP1	3916	LAMP1	LAMP1	ENSG00000185896	6499	13	13q34	lysosomal associated membrane protein 1	protein-coding	LAMP1|3916_calculated	merged_LAMP1|3916_calculated	LAMP1_ENSG00000185896	LAMP1_ENSG00000185896
LAMP2	3920	LAMP2	LAMP2	ENSG00000005893	6501	X	Xq24	lysosomal associated membrane protein 2	protein-coding	LAMP2|3920_calculated	merged_LAMP2|3920_calculated	LAMP2_ENSG00000005893	LAMP2_ENSG00000005893
LAMP3	27074	LAMP3	LAMP3	ENSG00000078081	14582	3	3q27.1	lysosomal associated membrane protein 3	protein-coding	LAMP3|27074_calculated	merged_LAMP3|27074_calculated	LAMP3_ENSG00000078081	LAMP3_ENSG00000078081
LANCL1	10314	LANCL1	LANCL1	ENSG00000115365	6508	2	2q34	LanC like 1	protein-coding	LANCL1|10314_calculated	merged_LANCL1|10314_calculated	LANCL1_ENSG00000115365	LANCL1_ENSG00000115365
LANCL2	55915	LANCL2	LANCL2	ENSG00000132434	6509	7	7p11.2	LanC like 2	protein-coding	LANCL2|55915_calculated	merged_LANCL2|55915_calculated	LANCL2_ENSG00000132434	LANCL2_ENSG00000132434
LANCL3	347404	LANCL3	LANCL3	ENSG00000147036	24767	X	Xp21.1	LanC like 3	protein-coding	LANCL3|347404_calculated	merged_LANCL3|347404_calculated	LANCL3_ENSG00000147036	LANCL3_ENSG00000147036
LAP3	51056	LAP3	LAP3	ENSG00000002549	18449	4	4p15.32	leucine aminopeptidase 3	protein-coding	LAP3|51056_calculated	merged_LAP3|51056_calculated	LAP3_ENSG00000002549	LAP3_ENSG00000002549
LAPTM4A	9741	LAPTM4A	LAPTM4A	ENSG00000068697	6924	2	2p24.1	lysosomal protein transmembrane 4 alpha	protein-coding	LAPTM4A|9741_calculated	merged_LAPTM4A|9741_calculated	LAPTM4A_ENSG00000068697	LAPTM4A_ENSG00000068697
LAPTM4B	55353	LAPTM4B	LAPTM4B	ENSG00000104341	13646	8	8q22.1	lysosomal protein transmembrane 4 beta	protein-coding	LAPTM4B|55353_calculated	merged_LAPTM4B|55353_calculated	LAPTM4B_ENSG00000104341	LAPTM4B_ENSG00000104341
LAPTM5	7805	LAPTM5	LAPTM5	ENSG00000162511	29612	1	1p35.2	lysosomal protein transmembrane 5	protein-coding	LAPTM5|7805_calculated	merged_LAPTM5|7805_calculated	LAPTM5_ENSG00000162511	LAPTM5_ENSG00000162511
LARGE	9215	LARGE1	LARGE1	ENSG00000133424	6511	22	22q12.3	LARGE xylosyl- and glucuronyltransferase 1	protein-coding	LARGE|9215_calculated	merged_LARGE|9215_calculated	LARGE1_ENSG00000133424	LARGE_ENSG00000133424
LARP1	23367	LARP1	LARP1	ENSG00000155506	29531	5	5q33.2	La ribonucleoprotein domain family member 1	protein-coding	LARP1|23367_calculated	merged_LARP1|23367_calculated	LARP1_ENSG00000155506	LARP1_ENSG00000155506
LARP1B	55132	LARP1B	LARP1B	ENSG00000138709	24704	4	4q28.2	La ribonucleoprotein domain family member 1B	protein-coding	LARP1B|55132_calculated	merged_LARP1B|55132_calculated	LARP1B_ENSG00000138709	LARP1B_ENSG00000138709
LARP4	113251	LARP4	LARP4	ENSG00000161813	24320	12	12q13.12	La ribonucleoprotein domain family member 4	protein-coding	LARP4|113251_calculated	merged_LARP4|113251_calculated	LARP4_ENSG00000161813	LARP4_ENSG00000161813
LARP4B	23185	LARP4B	LARP4B	ENSG00000107929	28987	10	10p15.3	La ribonucleoprotein domain family member 4B	protein-coding	LARP4B|23185_calculated	merged_LARP4B|23185_calculated	LARP4B_ENSG00000107929	LARP4B_ENSG00000107929
LARP6	55323	LARP6	LARP6	ENSG00000166173	24012	15	15q23	La ribonucleoprotein domain family member 6	protein-coding	LARP6|55323_calculated	merged_LARP6|55323_calculated	LARP6_ENSG00000166173	LARP6_ENSG00000166173
LARP7	51574	LARP7	LARP7	ENSG00000174720	24912	4	4q25	La ribonucleoprotein domain family member 7	protein-coding	LARP7|51574_calculated	merged_LARP7|51574_calculated	LARP7_ENSG00000174720	LARP7_ENSG00000174720
LARS	51520	LARS	LARS	ENSG00000133706	6512	5	5q32	leucyl-tRNA synthetase	protein-coding	LARS|51520_calculated	merged_LARS|51520_calculated	LARS_ENSG00000133706	LARS_ENSG00000133706
LARS2	23395	LARS2	LARS2	ENSG00000011376	17095	3	3p21.31	"leucyl-tRNA synthetase 2, mitochondrial"	protein-coding	LARS2|23395_calculated	merged_LARS2|23395_calculated	LARS2_ENSG00000011376	LARS2_ENSG00000011376
LAS1L	81887	LAS1L	LAS1L	ENSG00000001497	25726	X	Xq12	"LAS1 like, ribosome biogenesis factor"	protein-coding	LAS1L|81887_calculated	merged_LAS1L|81887_calculated	LAS1L_ENSG00000001497	LAS1L_ENSG00000001497
LASP1	3927	LASP1	LASP1	ENSG00000002834	6513	17	17q12	LIM and SH3 protein 1	protein-coding	LASP1|3927_calculated	merged_LASP1|3927_calculated	LASP1_ENSG00000002834	LASP1_ENSG00000002834
LAT	27040	LAT	LAT	ENSG00000213658	18874	16	16p11.2	linker for activation of T cells	protein-coding	LAT|27040_calculated	merged_LAT|27040_calculated	LAT_ENSG00000213658	LAT_ENSG00000213658
LAT2	7462	LAT2	LAT2	ENSG00000086730	12749	7	7q11.23	linker for activation of T cells family member 2	protein-coding	LAT2|7462_calculated	merged_LAT2|7462_calculated	LAT2_ENSG00000086730	LAT2_ENSG00000086730
LATS1	9113	LATS1	LATS1	ENSG00000131023	6514	6	6q25.1	large tumor suppressor kinase 1	protein-coding	LATS1|9113_calculated	merged_LATS1|9113_calculated	LATS1_ENSG00000131023	LATS1_ENSG00000131023
LATS2	26524	LATS2	LATS2	ENSG00000150457	6515	13	13q12.11	large tumor suppressor kinase 2	protein-coding	LATS2|26524_calculated	merged_LATS2|26524_calculated	LATS2_ENSG00000150457	LATS2_ENSG00000150457
LAX1	54900	LAX1	LAX1	ENSG00000122188	26005	1	1q32.1	lymphocyte transmembrane adaptor 1	protein-coding	LAX1|54900_calculated	merged_LAX1|54900_calculated	LAX1_ENSG00000122188	LAX1_ENSG00000122188
LAYN	143903	LAYN	LAYN	ENSG00000204381	29471	11	11q23.1	layilin	protein-coding	LAYN|143903_calculated	merged_LAYN|143903_calculated	LAYN_ENSG00000204381	LAYN_ENSG00000204381
LBH	81606	LBH	LBH	ENSG00000213626	29532	2	2p23.1	limb bud and heart development	protein-coding	LBH|81606_calculated	merged_LBH|81606_calculated	LBH_ENSG00000213626	LBH_ENSG00000213626
LBP	3929	LBP	LBP	ENSG00000129988	6517	20	20q11.23	lipopolysaccharide binding protein	protein-coding	LBP|3929_calculated	merged_LBP|3929_calculated	LBP_ENSG00000129988	LBP_ENSG00000129988
LBR	3930	LBR	LBR	ENSG00000143815	6518	1	1q42.12	lamin B receptor	protein-coding	LBR|3930_calculated	merged_LBR|3930_calculated	LBR_ENSG00000143815	LBR_ENSG00000143815
LBX1	10660	LBX1	LBX1	ENSG00000138136	16960	10	10q24.32	ladybird homeobox 1	protein-coding	LBX1|10660_calculated	merged_LBX1|10660_calculated	LBX1_ENSG00000138136	LBX1_ENSG00000138136
LBX2	85474	LBX2	LBX2	ENSG00000179528	15525	2	2p13.1	ladybird homeobox 2	protein-coding	LBX2|85474_calculated	merged_LBX2|85474_calculated	LBX2_ENSG00000179528	LBX2_ENSG00000179528
LCA5	167691	LCA5	LCA5	ENSG00000135338	31923	6	6q14.1	lebercilin LCA5	protein-coding	LCA5|167691_calculated	merged_LCA5|167691_calculated	LCA5_ENSG00000135338	LCA5_ENSG00000135338
LCA5L	150082	LCA5L	LCA5L	ENSG00000157578	1255	21	21q22.2	lebercilin LCA5 like	protein-coding	LCA5L|150082_calculated	merged_LCA5L|150082_calculated	LCA5L_ENSG00000157578	LCA5L_ENSG00000157578
LCAT	3931	LCAT	LCAT	ENSG00000213398	6522	16	16q22.1	lecithin-cholesterol acyltransferase	protein-coding	LCAT|3931_calculated	merged_LCAT|3931_calculated	LCAT_ENSG00000213398	LCAT_ENSG00000213398
LCE1A	353131	LCE1A	LCE1A	ENSG00000186844	29459	1	1q21.3	late cornified envelope 1A	protein-coding	LCE1A|353131_calculated	merged_LCE1A|353131_calculated	LCE1A_ENSG00000186844	LCE1A_ENSG00000186844
LCE1B	353132	LCE1B	LCE1B	ENSG00000196734	16611	1	1q21.3	late cornified envelope 1B	protein-coding	LCE1B|353132_calculated	merged_LCE1B|353132_calculated	LCE1B_ENSG00000196734	LCE1B_ENSG00000196734
LCE1C	353133	LCE1C	LCE1C	ENSG00000197084	29464	1	1q21.3	late cornified envelope 1C	protein-coding	LCE1C|353133_calculated	merged_LCE1C|353133_calculated	LCE1C_ENSG00000197084	LCE1C_ENSG00000197084
LCE1D	353134	LCE1D	LCE1D	ENSG00000172155	29465	1	1q21.3	late cornified envelope 1D	protein-coding	LCE1D|353134_calculated	merged_LCE1D|353134_calculated	LCE1D_ENSG00000172155	LCE1D_ENSG00000172155
LCE1E	353135	LCE1E	LCE1E	ENSG00000186226	29466	1	1q21.3	late cornified envelope 1E	protein-coding	LCE1E|353135_calculated	merged_LCE1E|353135_calculated	LCE1E_ENSG00000186226	LCE1E_ENSG00000186226
LCE1F	353137	LCE1F	LCE1F	ENSG00000240386	29467	1	1q21.3	late cornified envelope 1F	protein-coding	LCE1F|353137_calculated	merged_LCE1F|353137_calculated	LCE1F_ENSG00000240386	LCE1F_ENSG00000240386
LCE2A	353139	LCE2A	LCE2A	ENSG00000187173	29469	1	1q21.3	late cornified envelope 2A	protein-coding	LCE2A|353139_calculated	merged_LCE2A|353139_calculated	LCE2A_ENSG00000187173	LCE2A_ENSG00000187173
LCE2B	26239	LCE2B	LCE2B	ENSG00000159455	16610	1	1q21.3	late cornified envelope 2B	protein-coding	LCE2B|26239_calculated	merged_LCE2B|26239_calculated	LCE2B_ENSG00000159455	LCE2B_ENSG00000159455
LCE2C	353140	LCE2C	LCE2C	ENSG00000187180	29460	1	1q21.3	late cornified envelope 2C	protein-coding	LCE2C|353140_calculated	merged_LCE2C|353140_calculated	LCE2C_ENSG00000187180	LCE2C_ENSG00000187180
LCE2D	353141	LCE2D	LCE2D	ENSG00000187223	16518	1	1q21.3	late cornified envelope 2D	protein-coding	LCE2D|353141_calculated	merged_LCE2D|353141_calculated	LCE2D_ENSG00000187223	LCE2D_ENSG00000187223
LCE3A	353142	LCE3A	LCE3A	ENSG00000185962	29461	1	1q21.3	late cornified envelope 3A	protein-coding	LCE3A|353142_calculated	merged_LCE3A|353142_calculated	LCE3A_ENSG00000185962	LCE3A_ENSG00000185962
LCE3B	353143	LCE3B	LCE3B	ENSG00000187238	29462	1	1q21.3	late cornified envelope 3B	protein-coding	LCE3B|353143_calculated	merged_LCE3B|353143_calculated	LCE3B_ENSG00000187238	LCE3B_ENSG00000187238
LCE3C	353144	LCE3C	LCE3C	ENSG00000244057	16612	1	1q21.3	late cornified envelope 3C	protein-coding	LCE3C|353144_calculated	merged_LCE3C|353144_calculated	LCE3C_ENSG00000244057	LCE3C_ENSG00000244057
LCE3D	84648	LCE3D	LCE3D	ENSG00000163202	16615	1	1q21.3	late cornified envelope 3D	protein-coding	LCE3D|84648_calculated	merged_LCE3D|84648_calculated	LCE3D_ENSG00000163202	LCE3D_ENSG00000163202
LCE3E	353145	LCE3E	LCE3E	ENSG00000185966	29463	1	1q21.3	late cornified envelope 3E	protein-coding	LCE3E|353145_calculated	merged_LCE3E|353145_calculated	LCE3E_ENSG00000185966	LCE3E_ENSG00000185966
LCE4A	199834	LCE4A	LCE4A	ENSG00000187170	16613	1	1q21.3	late cornified envelope 4A	protein-coding	LCE4A|199834_calculated	merged_LCE4A|199834_calculated	LCE4A_ENSG00000187170	LCE4A_ENSG00000187170
LCE5A	254910	LCE5A	LCE5A	ENSG00000186207	16614	1	1q21.3	late cornified envelope 5A	protein-coding	LCE5A|254910_calculated	merged_LCE5A|254910_calculated	LCE5A_ENSG00000186207	LCE5A_ENSG00000186207
LCE6A	448835	LCE6A	LCE6A	ENSG00000235942	31824	1	1q21.3	late cornified envelope 6A	protein-coding	LCE6A|448835_calculated	merged_LCE6A|448835_calculated	LCE6A_ENSG00000235942	LCE6A_ENSG00000235942
LCK	3932	LCK	LCK	ENSG00000182866	6524	1	1p35.2	"LCK proto-oncogene, Src family tyrosine kinase"	protein-coding	LCK|3932_calculated	merged_LCK|3932_calculated	LCK_ENSG00000182866	LCK_ENSG00000182866
LCLAT1	253558	LCLAT1	LCLAT1	ENSG00000172954	26756	2	2p23.1	lysocardiolipin acyltransferase 1	protein-coding	LCLAT1|253558_calculated	merged_LCLAT1|253558_calculated	LCLAT1_ENSG00000172954	LCLAT1_ENSG00000172954
LCMT1	51451	LCMT1	LCMT1	ENSG00000205629	17557	16	16p12.1	leucine carboxyl methyltransferase 1	protein-coding	LCMT1|51451_calculated	merged_LCMT1|51451_calculated	LCMT1_ENSG00000205629	LCMT1_ENSG00000205629
LCMT2	9836	LCMT2	LCMT2	ENSG00000168806	17558	15	15q15.3	leucine carboxyl methyltransferase 2	protein-coding	LCMT2|9836_calculated	merged_LCMT2|9836_calculated	LCMT2_ENSG00000168806	LCMT2_ENSG00000168806
LCN1	3933	LCN1	LCN1	ENSG00000160349	6525	9	9q34.3	lipocalin 1	protein-coding	LCN1|3933_calculated	merged_LCN1|3933_calculated	LCN1_ENSG00000160349	LCN1_ENSG00000160349
LCN10	414332	LCN10	LCN10	ENSG00000187922	20892	9	9q34.3	lipocalin 10	protein-coding	LCN10|414332_calculated	merged_LCN10|414332_calculated	LCN10_ENSG00000187922	LCN10_ENSG00000187922
LCN12	286256	LCN12	LCN12	ENSG00000184925	28733	9	9q34.3	lipocalin 12	protein-coding	LCN12|286256_calculated	merged_LCN12|286256_calculated	LCN12_ENSG00000184925	LCN12_ENSG00000184925
LCN15	389812	LCN15	LCN15	ENSG00000177984	33777	9	9q34.3	lipocalin 15	protein-coding	LCN15|389812_calculated	merged_LCN15|389812_calculated	LCN15_ENSG00000177984	LCN15_ENSG00000177984
LCN2	3934	LCN2	LCN2	ENSG00000148346	6526	9	9q34.11	lipocalin 2	protein-coding	LCN2|3934_calculated	merged_LCN2|3934_calculated	LCN2_ENSG00000148346	LCN2_ENSG00000148346
LCN8	138307	LCN8	LCN8	ENSG00000204001	27038	9	9q34.3	lipocalin 8	protein-coding	LCN8|138307_calculated	merged_LCN8|138307_calculated	LCN8_ENSG00000204001	LCN8_ENSG00000204001
LCN9	392399	LCN9	LCN9	ENSG00000148386	17442	9	9q34.3	lipocalin 9	protein-coding	LCN9|392399_calculated	merged_LCN9|392399_calculated	LCN9_ENSG00000148386	LCN9_ENSG00000148386
LCNL1	401562	LCNL1	LCNL1	ENSG00000214402	34436	9	9q34.3	lipocalin like 1	protein-coding	LCNL1|401562_calculated	merged_LCNL1|401562_calculated	LCNL1_ENSG00000214402	LCNL1_ENSG00000214402
LCOR	84458	LCOR	LCOR	ENSG00000196233	29503	10	10q24.1	ligand dependent nuclear receptor corepressor	protein-coding	LCOR|84458_calculated	merged_LCOR|84458_calculated	LCOR_ENSG00000196233	LCOR_ENSG00000196233
LCORL	254251	LCORL	LCORL	ENSG00000178177	30776	4	4p15.31	ligand dependent nuclear receptor corepressor like	protein-coding	LCORL|254251_calculated	merged_LCORL|254251_calculated	LCORL_ENSG00000178177	LCORL_ENSG00000178177
LCP1	3936	LCP1	LCP1	ENSG00000136167	6528	13	13q14.13	lymphocyte cytosolic protein 1	protein-coding	LCP1|3936_calculated	merged_LCP1|3936_calculated	LCP1_ENSG00000136167	LCP1_ENSG00000136167
LCP2	3937	LCP2	LCP2	ENSG00000043462	6529	5	5q35.1	lymphocyte cytosolic protein 2	protein-coding	LCP2|3937_calculated	merged_LCP2|3937_calculated	LCP2_ENSG00000043462	LCP2_ENSG00000043462
LCT	3938	LCT	LCT	ENSG00000115850	6530	2	2q21.3	lactase	protein-coding	LCT|3938_calculated	merged_LCT|3938_calculated	LCT_ENSG00000115850	LCT_ENSG00000115850
LCTL	197021	LCTL	LCTL	ENSG00000188501	15583	15	15q22.31	lactase like	protein-coding	LCTL|197021_calculated	merged_LCTL|197021_calculated	LCTL_ENSG00000188501	LCTL_ENSG00000188501
LDB1	8861	LDB1	LDB1	ENSG00000198728	6532	10	10q24.32	LIM domain binding 1	protein-coding	LDB1|8861_calculated	merged_LDB1|8861_calculated	LDB1_ENSG00000198728	LDB1_ENSG00000198728
LDB2	9079	LDB2	LDB2	ENSG00000169744	6533	4	4p15.32	LIM domain binding 2	protein-coding	LDB2|9079_calculated	merged_LDB2|9079_calculated	LDB2_ENSG00000169744	LDB2_ENSG00000169744
LDB3	11155	LDB3	LDB3	ENSG00000122367	15710	10	10q23.2	LIM domain binding 3	protein-coding	LDB3|11155_calculated	merged_LDB3|11155_calculated	LDB3_ENSG00000122367	LDB3_ENSG00000122367
LDHA	3939	LDHA	LDHA	ENSG00000134333	6535	11	11p15.1	lactate dehydrogenase A	protein-coding	LDHA|3939_calculated	merged_LDHA|3939_calculated	LDHA_ENSG00000134333	LDHA_ENSG00000134333
LDHAL6A	160287	LDHAL6A	LDHAL6A	ENSG00000166800	28335	11	11p15.1	lactate dehydrogenase A like 6A	protein-coding	LDHAL6A|160287_calculated	merged_LDHAL6A|160287_calculated	LDHAL6A_ENSG00000166800	LDHAL6A_ENSG00000166800
LDHAL6B	92483	LDHAL6B	LDHAL6B	ENSG00000171989	21481	15	15q22.2	lactate dehydrogenase A like 6B	protein-coding	LDHAL6B|92483_calculated	merged_LDHAL6B|92483_calculated	LDHAL6B_ENSG00000171989	LDHAL6B_ENSG00000171989
LDHB	3945	LDHB	LDHB	ENSG00000111716	6541	12	12p12.1	lactate dehydrogenase B	protein-coding	LDHB|3945_calculated	merged_LDHB|3945_calculated	LDHB_ENSG00000111716	LDHB_ENSG00000111716
LDHC	3948	LDHC	LDHC	ENSG00000166796	6544	11	11p15.1	lactate dehydrogenase C	protein-coding	LDHC|3948_calculated	merged_LDHC|3948_calculated	LDHC_ENSG00000166796	LDHC_ENSG00000166796
LDHD	197257	LDHD	LDHD	ENSG00000166816	19708	16	16q23.1	lactate dehydrogenase D	protein-coding	LDHD|197257_calculated	merged_LDHD|197257_calculated	LDHD_ENSG00000166816	LDHD_ENSG00000166816
LDLR	3949	LDLR	LDLR	ENSG00000130164	6547	19	19p13.2	low density lipoprotein receptor	protein-coding	LDLR|3949_calculated	merged_LDLR|3949_calculated	LDLR_ENSG00000130164	LDLR_ENSG00000130164
LDLRAD1	388633	LDLRAD1	LDLRAD1	ENSG00000203985	32069	1	1p32.3	low density lipoprotein receptor class A domain containing 1	protein-coding	LDLRAD1|388633_calculated	merged_LDLRAD1|388633_calculated	LDLRAD1_ENSG00000203985	LDLRAD1_ENSG00000203985
